,cik_str,ticker,title,SIC
7428,1011901,WEBB,"Web Blockchain Media, Inc.",7373
7429,1839412,QTEKQ,QualTek Services Inc.,1623
7430,90391,SILS,SILVER SCOTT MINES INC,
7431,1594968,VEST,"Vestiage, Inc.",7900
7432,1398713,NVDEF,NEVADA EXPLORATION INC,
7433,1612851,PLYN,"Palayan Resources, Inc.",1040
7434,1437476,GSFI,Green Stream Holdings Inc.,6500
7435,1703625,BLIS,"Treasure & Shipwreck Recovery, Inc.",7310
7436,1498547,CMRF,"CIM REAL ESTATE FINANCE TRUST, INC.",6798
7437,1407878,DLOC,"Digital Locations, Inc.",4953
7438,1346655,CMGO,"CMG HOLDINGS GROUP, INC.",7310
7439,894501,GRHI,"GOLD ROCK HOLDINGS, INC.",1531
7440,1485074,FRZT,"Freeze Tag, Inc.",7372
7441,1596946,QTNTQ,Quotient Ltd,2835
7442,1342916,HNOI,"HNO International, Inc.",1000
7443,1368275,WESC,W&E Source Corp.,4700
7444,1182731,CNNN,ConneXionONE Corp.,7370
7445,725929,BTDG,"B2Digital, Inc.",7997
7446,1584480,LAAB,"Startech Labs, Inc.",7372
7447,1790515,EQOSQ,EQONEX Ltd,6199
7448,1098462,MTLK,METALINK LTD,3674
7449,1616291,JPPYY,Jupai Holdings Ltd,6282
7450,1353499,MAXD,Max Sound Corp,7374
7451,1433551,SGLA,Sino Green Land Corp.,5140
7452,1119643,NPHC,NUTRA PHARMA CORP,2833
7453,1653606,EHVVF,"Ehave, Inc.",7371
7454,797564,HSTC,"HST Global, Inc.",2834
7455,889608,HRBK,HARBOR BANKSHARES CORP,6022
7456,1404356,CBIA,"Blue Heaven Coffee, Inc.",7389
7457,1308027,VYST,Vystar Corp,3060
7458,1946585,BCNN,"Balincan USA, Inc",7372
7459,930245,AASP,GLOBAL ACQUISITIONS Corp,5900
7460,1884697,STRYQ,"Starry Group Holdings, Inc.",4813
7461,1399306,BRBL,BrewBilt Brewing Co,2082
7462,1132509,NNAX,New Momentum Corp.,8741
7463,884650,IMCI,INFINITE GROUP INC,7372
7464,1284454,YBCN,Yong Bai Chao New Retail Corp,3714
7465,1556801,MYCB,"My City Builders, Inc.",6500
7466,1681556,GXXM,"GEX MANAGEMENT, INC.",8742
7467,1587476,PSWW,"Principal Solar, Inc.",4911
7468,1490054,VBHI,"VERDE BIO HOLDINGS, INC.",1311
7469,1871928,LUXFF,Luxxfolio Holdings Inc.,
7470,1595585,TCDAQ,"Tricida, Inc.",2834
7471,1763657,OWVI,One World Ventures Inc,6199
7472,1530425,ARRT,"Artisan Consumer Goods, Inc.",1000
7473,1759424,EVVL,"Evil Empire Designs, Inc.",3751
7474,1499275,SANP,SANTO MINING CORP.,6199
7475,1874138,SHGI,"Sparx Holdings Group, Inc.",3585
7476,1261002,GNOLF,GENOIL INC,1389
7477,1975222,SSHT,SSHT S&T Group Ltd.,
7478,1058330,ROAG,"Rogue One, Inc.",2040
7479,1089815,USNU,"U.S. NeuroSurgical Holdings, Inc.",8093
7480,1404804,OMTK,Omnitek Engineering Corp,3714
7481,1794621,QNGYQ,"Quanergy Systems, Inc.",3714
7482,1561686,SSET,"STARSTREAM ENTERTAINMENT, INC.",7389
7483,820771,GFMH,Goliath Film & Media Holdings,7822
7484,352991,AOXY,ADVANCED OXYGEN TECHNOLOGIES INC,6500
7485,1104280,SGBI,SANGUI BIOTECH INTERNATIONAL INC,2834
7486,1559172,DPWW,"DIEGO PELLICER WORLDWIDE, INC",8200
7487,8328,AMNL,"Applied Minerals, Inc.",1400
7488,1602813,FRTG,FRONTERA GROUP INC.,8742
7489,812152,RDGA,RIDGEFIELD ACQUISITION CORP,6770
7490,1138586,XCRT,"Xcelerate, Inc.",8000
7491,1373853,NECA,NEW AMERICA ENERGY CORP.,2430
7492,1502966,DIGP,"Digipath, Inc.",8734
7493,1421204,RBSH,"Rebus Holdings, Inc.",2834
7494,1145898,CWNOF,CHINESEWORLDNET COM INC,7389
7495,1124197,AMLH,"AMERICAN LEISURE HOLDINGS, INC.",6500
7496,1465311,ZICX,Zicix Corp,7310
7497,1073489,CXCQ,CARDXX INC,3674
7498,1517389,JFIL,"Jubilant Flame International, Ltd",7371
7499,1409253,NAFS,"North America Frac Sand, Inc.",8742
7500,1158702,TAMG,"Transnational Group, Inc.",3714
7501,915661,GRLF,GREEN LEAF INNOVATIONS INC,2050
7502,1695473,GCAN,"Greater Cannabis Company, Inc.",2834
7503,1539894,AFHIF,"Atlas Financial Holdings, Inc.",6331
7504,892832,SDON,SANDSTON CORP,6770
7505,1599117,MNTR,"Mentor Capital, Inc.",6799
7506,1438901,FLES,"Auto Parts 4Less Group, Inc.",7389
7507,1590875,NSPDF,NATURALLY SPLENDID ENTERPRISES LTD.,2834
7508,1611852,RAHGF,"Roan Holdings Group Co., Ltd.",6159
7509,1420108,GLUC,"Glucose Health, Inc.",2833
7510,1440799,MMEX,MMEX Resources Corp,7819
7511,1575659,RTSL,"Rapid Therapeutic Science Laboratories, Inc.",2834
7512,1540615,PUGE,"PUGET TECHNOLOGIES, INC.",6770
7513,1627480,PVNNF,"PV Nano Cell, Ltd.",2890
7514,849636,RSPI,RespireRx Pharmaceuticals Inc.,2834
7515,1286768,UVSS,UNIVERSAL SYSTEMS INC,7812
7516,1706907,SNMN,SNM Global Holdings,8742
7517,1763329,TPIA,"Mycotopia Therapies, Inc.",2833
7518,1440280,XTRM,"EXTREME BIODIESEL, INC.",3433
7519,820608,QTXB,QUANTRX BIOMEDICAL CORP,3841
7520,1321828,DCLT,Data Call Technologies,7389
7521,1822529,TQLB,"Torque Lifestyle Brands, Inc.",2834
7522,1286459,AFOM,ALL FOR ONE MEDIA CORP.,7900
7523,1635136,DUUO,DUO WORLD INC,7372
7524,819926,SEII,SHARING ECONOMY INTERNATIONAL INC.,7373
7525,1342792,WWSG,WORLDWIDE STRATEGIES INC,7372
7526,731245,PDNLA,PRESIDENTIAL REALTY CORP/DE/,6798
7527,1535079,MCCX,MCX Technologies Corp,7372
7528,895287,VMHG,VICTORY MARINE HOLDINGS CORP,5160
7529,1681941,IFMK,iFresh Inc,5411
7530,1715819,EMED,"Electromedical Technologies, Inc",3841
7531,1659352,CDAKQ,"Codiak BioSciences, Inc.",2836
7532,1092802,AURI,AURI INC,3140
7533,1085277,SKVI,"SKINVISIBLE, INC.",2834
7534,1302913,GEGI,"Genesis Electronics Group, Inc.",7389
7535,1510524,GYST,"GRAYSTONE COMPANY, INC.",7389
7536,1331421,HLLK,"HALLMARK VENTURE GROUP, INC.",6500
7537,57725,LCINQ,LANNETT CO INC,2834
7538,1388994,CYDX,"CYduct Diagnostics, Inc.",
7539,1393548,CLIS,ClickStream Corp,7374
7540,1961,WDDD,WORLDS INC,7372
7541,1708410,WINR,SIMPLICITY ESPORTS & GAMING Co,5810
7542,1286648,GZIC,GZ6G Technologies Corp.,4812
7543,1049011,KDCE,KID CASTLE EDUCATIONAL CORP,5040
7544,1412659,RGIN,"Regenicin, Inc.",3841
7545,1171008,ADMG,ADAMANT DRI PROCESSING & MINERALS GROUP,1000
7546,1438461,ELRE,Yinfu Gold Corp.,1090
7547,1431880,PTAM,"POTASH AMERICA, INC.",7310
7548,1382112,GMEV,"GME INNOTAINMENT, INC.",2750
7549,896747,ABMC,AMERICAN BIO MEDICA CORP,2834
7550,1528308,IINX,"IONIX TECHNOLOGY, INC.",3679
7551,1713832,HYREQ,"HC LIQUIDATING, INC.",7510
7552,1872292,RAKR,Rainmaker Worldwide Inc.,2086
7553,882800,PACV,"Pacific Ventures Group, Inc.",2080
7554,1409999,BBBT,"Black Bird Biotech, Inc.",3990
7555,1168663,ANSU,AMANASU TECHNO HOLDINGS CORP,3751
7556,1301838,PMPG,"Premier Product Group, Inc.",1400
7557,1552979,CDXQ,"China De Xiao Quan Care Group Co., Ltd",5961
7558,1138724,GAHC,"Global Arena Holding, Inc.",7372
7559,1411057,CHNC,"Cannabis Bioscience International Holdings, Inc.",8731
7560,1017110,GTHR,GENETHERA INC,2836
7561,894560,BOTH,BIOETHICS LTD,6770
7562,1510247,LFAP,"LGBTQ Loyalty Holdings, Inc.",7374
7563,1909152,KALRQ,Kalera Public Ltd Co,0100
7564,1697935,MAPT,"MAPTELLIGENT, INC.",4700
7565,1916879,VHLD,"VECTOR 21 HOLDINGS, INC.",6770
7566,737207,ATRX,"Adhera Therapeutics, Inc.",2834
7567,1522690,GWGHQ,"GWG Holdings, Inc.",6311
7568,1410708,NUVI,Emo Capital Corp.,2870
7569,1014111,GLAE,"GlassBridge Enterprises, Inc.",6282
7570,1409446,NHMD,NATE'S FOOD CO.,6199
7571,1605331,ABQQ,AB INTERNATIONAL GROUP CORP.,6794
7572,1506295,VIZC,"VIZCONNECT, INC.",7372
7573,772263,NICH,NITCHES INC,2330
7574,1094032,QDMI,QDM International Inc.,6411
7575,1572384,PRCX,Phoenix Rising Companies,7990
7576,1486452,MASN,"Maison Luxe, Inc.",7500
7577,1575142,BDPT,"BIOADAPTIVES, INC.",2834
7578,1483646,BEGI,"BLACKSTAR ENTERPRISE GROUP, INC.",6199
7579,1068689,ATDS,"Data443 Risk Mitigation, Inc.",7372
7580,1637866,DGWR,"Deep Green Waste & Recycling, Inc.",4955
7581,1077319,SLCH,"Spotlight Capital Holdings, Inc",7812
7582,1295961,QREE,QUANTUM ENERGY INC.,1311
7583,1688126,CRCW,Crypto Co,7374
7584,1161582,PHOT,"GROWLIFE, INC.",3231
7585,1530163,SAML,"Samsara Luggage, Inc.",5990
7586,1492091,ASCK,AUSCRETE Corp,3272
7587,1467505,PRRY,"Planet Resource Recovery, Inc.",3711
7588,1497504,PLXPQ,PLx Pharma Winddown Corp.,2834
7589,811222,CDIX,Cardiff Lexington Corp,8011
7590,1813603,HSTA,Hestia Insight Inc.,8742
7591,836937,UPDC,UPD HOLDING CORP.,6770
7592,1655075,AFIIQ,"Armstrong Flooring, Inc.",3089
7593,852447,TPII,"Triad Pro Innovators, Inc.",3690
7594,1760026,MSSV,"MESO NUMISMATICS, INC.",5990
7595,918545,BISA,BALTIC INTERNATIONAL USA INC,6770
7596,1494413,TWOH,Two Hands Corp,7389
7597,1765826,BZRD,"Blubuzzard, Inc.",6770
7598,1945619,ECGR,"Bellatora, Inc.",6770
7599,1343009,CNBX,CNBX Pharmaceuticals Inc.,2834
7600,1683131,FORZ,Forza Innovations Inc,3442
7601,1877788,CSTF,CuraScientific Corp.,2890
7602,894552,EMDF,"E Med Future, Inc.",7819
7603,1230524,CYAP,Cyber Apps World,8742
7604,1082733,VISM,"VISIUM TECHNOLOGIES, INC.",7371
7605,1592603,GWSN,"Gulf West Security Network, Inc.",7381
7606,1883389,DZGH,Da Zhong Trading Group Holding Co,6770
7607,1463459,EMGE,Emergent Health Corp.,5122
7608,790273,CONC,CONECTISYS CORP,3663
7609,1624517,YCRM,Yuenglings Ice Cream Corp,2000
7610,1828672,BOXDQ,"Boxed, Inc.",5961
7611,747435,AHIX,"ALUF HOLDINGS, INC.",7374
7612,1277575,SCGX,SAXON CAPITAL GROUP INC,1311
7613,1409624,HMLA,"HIMALAYA TECHNOLOGIES, INC",1311
7614,1227282,SPOWF,Strata Power Corp,1311
7615,1916741,LFEV,"Life Electric Vehicles Holdings, Inc.",
7616,1127993,GAXY,"GALAXY NEXT GENERATION, INC.",7830
7617,1641751,BBRW,BrewBilt Manufacturing Inc.,5047
7618,1715032,WTII,"Water Technologies International,Inc.",3585
7619,1431074,BRGO,"Bergio International, Inc.",3910
7620,1404935,THCT,"THC Therapeutics, Inc.",3523
7621,1504239,PCNT,"Point of Care Nano-Technology, Inc.",2836
7622,1497230,SMCE,"SMC Entertainment, Inc.",
7623,1178660,CSSI,COSTAS INC,3843
7624,1464865,ASII,"Accredited Solutions, Inc.",2080
7625,831489,SCRH,SCORES HOLDING CO INC,7900
7626,1528760,EXEO,"Exeo Entertainment, Inc.",3570
7627,1384135,LBTI,"Lithium & Boron Technology, Inc.",2810
7628,813716,CIRX,CIRTRAN CORP,2080
7629,1614466,DLCR,Kibush Capital Corp,1400
7630,1804583,RAASY,Cloopen Group Holding Ltd,7372
7631,1456802,CCOB,Century Cobalt Corp.,6500
7632,1762546,GTRL,"Get Real USA, Inc.",6411
7633,1451433,NNRX,"NUTRANOMICS, INC.",2020
7634,59860,GRMC,GOLDRICH MINING CO,1000
7635,1533357,DTII,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,1040
7636,1517498,EWLU,"Merion, Inc.",5122
7637,1096759,SNWR,Sanwire Corp,3669
7638,1418115,HSMD,"Healthcare Solutions Management Group, Inc.",8011
7639,1489588,HBIS,"Home Bistro, Inc. /NV/",5960
7640,1456453,WTKN,CLStv Corp.,5912
7641,1373467,VTXB,Vortex Brands Co.,3600
7642,825322,XDSL,"MPHASE TECHNOLOGIES, INC.",7372
7643,1331275,XCPL,XCPCNL Business Services Corp,7389
7644,1384365,RDAR,"RAADR, INC.",7371
7645,1569329,YGYI,"Youngevity International, Inc.",5961
7646,1558465,PGAS,"PETROGRESS, INC",4412
7647,1776073,CBDL,CBD Life Sciences Inc.,2833
7648,1384066,BMCS,"BMCS SUMCOIN INDEX FUND, INC.",
7649,1265521,TRFE,Trustfeed Corp.,7374
7650,931059,RNVA,"Rennova Health, Inc.",8062
7651,1169245,PHASQ,PhaseBio Pharmaceuticals Inc,2834
7652,1613895,BMXC,"Bemax, Inc.",2670
7653,1419995,DNAX,DNA BRANDS INC,7311
7654,1427644,SLDC,"Telco Cuba, Inc.",4813
7655,1624658,ALNAQ,"Allena Pharmaceuticals, Inc.",2836
7656,1300524,AMIH,AMERICAN INTERNATIONAL HOLDINGS CORP.,8000
7657,869495,DWOG,DEEP WELL OIL & GAS INC,1311
7658,1579010,LFER,"Life On Earth, Inc.",2080
7659,1726189,NEWYY,Puxin Ltd,8200
7660,1552358,CGSI,"CGS INTERNATIONAL, INC.",7310
7661,1863976,AQUI,Aquarius I Acquisition Corp.,6770
7662,1379043,XFCI,"XTREME FIGHTING CHAMPIONSHIPS, INC.",7900
7663,1563227,SPUP,Sipup Corp,2020
7664,1569340,CLCS,"Cell Source, Inc.",2834
7665,1598308,GWHP,Global Wholehealth Partners Corp,2835
7666,1284450,CHGI,"China Carbon Graphite Group, Inc.",3620
7667,1622231,BTIM,BOATIM INC.,7374
7668,1929281,BLFE,BioLIfe Sciences Inc,2834
7669,1069996,FNHCQ,FedNat Holding Co,6331
7670,1104265,GRSO,"GROW SOLUTIONS HOLDINGS, INC.",8742
7671,1758736,MKDTY,Molecular Data Inc.,7389
7672,1468679,CRYO,American CryoStem Corp,8090
7673,1370816,FBCD,"FBC Holding, Inc.",5600
7674,1394220,RINO,"JOIN Entertainment Holdings, Inc.",3569
7675,1484703,SFIO,"Starfleet Innotech, Inc.",2050
7676,1300867,ONCI,ON4 COMMUNICATIONS INC.,7372
7677,1704795,BANT,"Bantec, Inc.",3721
7678,1622408,FRFR,Fritzy Tech Inc.,6500
7679,1108046,AFPW,AlumiFuel Power Corp,2860
7680,1384939,BNCM,"BOUNCE MOBILE SYSTEMS, INC.",6199
7681,1734902,WEIDY,Weidai Ltd.,6199
7682,1880419,FERN,Fernhill Corp,6199
7683,1782627,WBEVQ,"Winc, Inc.",5900
7684,1580262,RTON,"Right On Brands, Inc.",5900
7685,878726,TUEMQ,TUESDAY MORNING CORP/DE,5331
7686,1833908,ALFIQ,"Alfi, Inc.",7370
7687,1499855,GTOR,"GGTOOR, INC.",2030
7688,1499684,QIAN,Qiansui International Group Co. Ltd.,6770
7689,1729089,PHCFF,"Puhui Wealth Investment Management Co., Ltd.",6282
7690,81157,PGAI,PGI INC,6500
7691,1280396,VTNA,VetaNova Inc.,0100
7692,1886958,YUKA,Yuka Group Inc,5961
7693,884380,KEGS,"1812 Brewing Company, Inc.",7389
7694,1284143,JBK,LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,6189
7695,1353614,FXA,Invesco CurrencyShares Australian Dollar Trust,6221
7696,1922335,SYRA,Syra Health Corp,7361
7697,1946412,ECLP,"Eclipse Bancorp, Inc.",
7698,1843573,UMAV,UAV Corp,3669
7699,1900720,EPWK,EPWK Holdings Ltd.,7389
7700,1927578,NTCL,NetClass Technology Inc,7372
7701,1888577,UERI,"UE Resorts International, Inc.",7011
7702,1922639,OILS,Permex Petroleum Corp,1381
7703,1662991,SZL,Sezzle Inc.,7389
7704,1375348,GLNS,Golden Star Resource Corp.,1090
7705,1679628,JUNS,"JUPITER NEUROSCIENCES, INC.",2834
7706,1883313,SVV,"Savers Value Village, Inc.",5900
7707,1765850,PWM,Prestige Wealth Inc.,6199
7708,1688554,PFFLX,PIMCO Flexible Credit Income Fund,
7709,1753373,MTWO,INKY INC.,7374
7710,1469988,OMED,"OptMed, Inc.",3842
7711,1592651,LNZNY,Lenzing AG/ADR,
7712,1472494,BNO,"United States Brent Oil Fund, LP",6221
7713,1254348,EMTX,"EMULATE THERAPEUTICS, INC.",3841
7714,1283337,KTN,STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,6189
7715,1936817,HXHX,Haoxin Holdings Ltd,4210
7716,1883037,SED,Sedibelo Resources Ltd,1090
7717,1775734,BENF,Beneficient,6199
7718,1850079,TBIO,Telesis Bio Inc.,3826
7719,1879293,MYSN,"Myson, Inc.",3567
7720,1900830,TSIO,Thornburg Strategic Income Opportunities Trust,
7721,1383149,UDN,INVESCO DB US DOLLAR INDEX BEARISH FUND,6221
7722,1682662,XPASX,Peachtree Alternative Strategies Fund,
7723,1467631,XCAPX,ACAP Strategic Fund,
7724,1691570,USQIX,USQ Core Real Estate Fund,
7725,1718271,PMTM,"Prometheum, Inc.",6200
7726,1885493,ELGP,"Elate Group, Inc.",4210
7727,1959304,BZFL,BOZHI FANGLUE INTERNATIONAL INVESTMENT GROUP CO LTD,8742
7728,1872525,SWAG,"Stran & Company, Inc.",7311
7729,1696025,KCRD,"Kindcard, Inc.",5940
7730,1858939,GOSC,Giant Oak Acquisition Corp,6770
7731,1902700,PGFF,"Pioneer Green Farms, Inc.",2833
7732,1723701,PMFAX,PIMCO Flexible Municipal Income Fund,
7733,1919246,CHRO,Chromocell Therapeutics Corp,2836
7734,1946563,SXTP,"60 DEGREES PHARMACEUTICALS, INC.",2834
7735,1577351,XYLB,"XY Labs, Inc.",3669
7736,1877332,NEAT,Noble Education Acquisition Corp.,6770
7737,1967078,DAZS,DA AI ZHI SHUI INTERNATIONAL HOLDING GROUP LTD,2080
7738,1969373,VTMX,"Vesta Real Estate Corporation, S.A.B. de C.V.",6500
7739,1489300,ZLME,Zhanling International Ltd,1000
7740,1659207,FLLZ,Fellazo Corp,2750
7741,1679379,NYX,"NYIAX, INC.",7374
7742,1254699,QVCD,QVC INC,5961
7743,68622,CTBB,QWEST CORP,4813
7744,1716885,ASCIX,Angel Oak Strategic Credit Fund,
7745,1133519,MPH,MEDICURE INC,2834
7746,1616037,XILSX,Pioneer ILS Interval Fund,
7747,1581005,SRRIX,Stone Ridge Trust II,
7748,1535665,RBNK,RiverBank Holding Co,
7749,1690437,BAR,GraniteShares Gold Trust,6221
7750,1805586,GC,"Gladstone Companies, Inc.",6282
7751,1735964,CCLFX,Cliffwater Corporate Lending Fund,
7752,1899194,FIO,Franklin Income Opportunities Fund,
7753,1957252,AUMB,AUM Biosciences Ltd,2834
7754,1813744,WDSP,"World Scan Project, Inc.",5045
7755,1948294,NWGL,Nature Wood Group Ltd,0800
7756,1882781,CBLO,"C2 Blockchain,Inc.",6770
7757,1519472,SMXT,"SolarMax Technology, Inc.",1700
7758,1958839,HBER,HUBEIER GROUP LTD.,8200
7759,1949766,ODDB,Odd Burger Corp,2000
7760,1748680,OWSCX,1WS Credit Income Fund,
7761,1756404,PDSKX,Principal Diversified Select Real Asset Fund,
7762,1883934,ETZ,"Earntz Healthcare Products, Inc.",2390
7763,1913749,GMM,Global Mofy Metaverse Ltd,7370
7764,1795091,OSTX,OS Therapies Inc,2834
7765,1934642,MDBH,"MDB Capital Holdings, LLC",6199
7766,1701478,AZTR,Azitra Inc,2834
7767,1944977,HLST,Holisto Ltd.,7374
7768,1762562,CPRDX,Clarion Partners Real Estate Income Fund Inc.,
7769,1887389,ALEF,"Aleph Group, Inc",7310
7770,1955322,QGLD,"Quality Gold Holdings, Inc.",5094
7771,1916902,BGAC,Biotech Group Acquisition Corp,6770
7772,1964630,VSTE,Vast Solar Pty Ltd,4911
7773,1938109,PAPL,Pineapple Financial Inc.,6199
7774,1916416,INTJ,Intelligent Group Ltd,8742
7775,1962845,PXDT,"PIXIE DUST TECHNOLOGIES, INC.",3845
7776,1861785,SOSH,SOS Hydration Inc.,2080
7777,1932777,PROQ,PROTONIQ Acquisition Corp,6770
7778,1897532,MJID,Majestic Ideal Holdings Ltd,2300
7779,798354,FI,FISERV INC,7389
7780,1902930,PDPG,"Performance Drink Group, Inc.",2080
7781,1771755,SKUR,Sekur Private Data Ltd.,4822
7782,1857971,BTRY,Clarios International Inc.,3690
7783,1282496,TDRK,"TIDEROCK COMPANIES, INC.",6500
7784,1283464,KTH,STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,6189
7785,1863974,AQUB,Aquarius II Acquisition Corp.,6770
7786,1845437,NPWR,NET Power Inc.,3620
7787,1831833,BDS,Building DreamStar Technology Inc.,7380
7788,1964246,ZBJ,ZBJ FINANCE GROUP LTD,6199
7789,1858258,FGDL,Franklin Templeton Holdings Trust,6221
7790,820318,COHR,COHERENT CORP.,3827
7791,1923171,CKHL,Chi Ko Holdings Ltd,1540
7792,1853047,HUDA,Hudson Acquisition I Corp.,6770
7793,1677615,XPTFX,Federated Hermes Project & Trade Finance Tender Fund,
7794,1939801,SMDRF,SIERRA MADRE GOLD & SILVER LTD.,
7795,1901336,ALCY,Alchemy Investments Acquisition Corp 1,6770
7796,1514587,TURO,Turo Inc.,7510
7797,1765048,GCGJ,"Charmt, Inc.",7370
7798,1874137,FDAN,FD TECHNOLOGY INC.,7389
7799,1710523,BGFDX,Blackstone Floating Rate Enhanced Income Fund,
7800,1908054,JETR,Star Jets International Inc.,4522
7801,1970653,USEE,USEE ELECTRONIC COMMERCE LTD,5960
7802,1865249,VACX,Vistas Acquisition Co II Inc.,6770
7803,1865833,ELEP,Elephant Oil Corp.,1311
7804,1958928,CTWO,COTWO ADVISORS PHYSICAL EUROPEAN CARBON ALLOWANCE TRUST,6199
7805,1935398,BNTY,"Bounty Minerals, Inc.",1311
7806,1754836,EIC,Eagle Point Income Co Inc.,
7807,1932072,LOBO,LOBO EV TECHNOLOGIES LTD,3751
7808,1945415,HUHU,HUHUTECH International Group Inc.,3360
7809,1950429,NNAG,99 Acquisition Group Inc.,6770
7810,1964603,YZH,YUEZHONGHUI INTERNATIONAL HOLDINGS GROUP LTD,5960
7811,1663712,NRSAX,NEXPOINT REAL ESTATE STRATEGIES FUND,
7812,1826660,WETH,Wetouch Technology Inc.,3577
7813,1804189,THNK,"T1V, Inc.",7370
7814,1884434,PGRM,"Panagram Capital, LLC",
7815,1929783,WOK,WORK Medical Technology Group LTD,3841
7816,1943444,TRSG,Tungray Technologies Inc,3530
7817,1675426,SMGE,"Sigmata Electronics, Inc.",5960
7818,1759124,IAUM,iShares Gold Trust Micro,6221
7819,1904958,TDAI,Thornburg Durable Allocation & Income Trust,
7820,1887799,LIAI,LEMENG HOLDINGS LTD,7311
7821,1843974,DXYZ,Destiny Tech100 Inc.,
7822,1642563,XGEIX,Guggenheim Energy & Income Fund,
7823,1787123,LQLY,QLY Biotech Group Corp.,4700
7824,1686515,EAWC,Ecco Auto World Corp,7371
7825,1447100,YAMHY,"Yamaha Motor Co., Ltd.",8880
7826,1585389,SMST,"SmartStop Self Storage REIT, Inc.",6798
7827,1631256,KBSG,"KBS Growth & Income REIT, Inc.",6798
7828,1545772,BPYPM,Brookfield Property Partners L.P.,6500
7829,1343491,GJP,"STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SERIES 2005-6",6189
7830,1483386,GLTR,abrdn Precious Metals Basket ETF Trust,6221
7831,1570132,ANVI,"ANVI GLOBAL HOLDINGS, INC.",5400
7832,1669368,ASAV,"ASI Aviation, Inc.",7359
7833,1754927,AAIDX,Axonic Alternative Income Fund,
7834,1933567,NRXS,"Neuraxis, INC",3845
7835,1734237,GRAZ,"Graze, Inc.",3524
7836,1728162,IAMR,Medical Industries of the Americas,3060
7837,1880423,SEQP,"Santana Equestrian Private Financial, LLC",
7838,1919847,SFWJ,"Software Effective Solutions, Corp.",7371
7839,1720265,ZCSH,Grayscale Zcash Trust (ZEC),6221
7840,1939365,IVP,"INSPIRE VETERINARY PARTNERS, INC.",0700
7841,1827620,SLDX,"Stella Diagnostics, Inc.",8071
7842,1910053,MDRI,Midori Group Inc.,2821
7843,1913715,PSE,Prime Skyline Ltd,1540
7844,1283789,RYNL,"Reynaldo's Mexican Food Company, Inc.",6770
7845,1086313,SFLM,SFLMaven Corp.,5961
7846,1459862,PALL,abrdn Palladium ETF Trust,6221
7847,1702015,AIDG,"AIS Holdings Group, Inc.",6770
7848,1688897,FCREX,FS Credit Income Fund,
7849,1577134,TFSA,"Terra Income Fund 6, LLC",
7850,1405528,USL,"United States 12 Month Oil Fund, LP",6221
7851,1636639,FIHL,Fidelis Insurance Holdings Ltd,6331
7852,1628040,RCIAX,Alternative Credit Income Fund,
7853,1615647,HOTI,Hemoglobin Oxygen Therapeutics LLC,
7854,1678124,CADCX,CION Ares Diversified Credit Fund,
7855,1918661,ESH,ESH Acquisition Corp.,6770
7856,1953984,BCG,"Binah Capital Group, Inc.",6199
7857,1951276,SRBK,"SR Bancorp, Inc.",6036
7858,1853138,AACT,Ares Acquisition Corp II,6770
7859,1805526,JNRV,Janover Inc.,6163
7860,1912884,RPGL,Republic Power Group Ltd,7372
7861,1848669,SWGC,Stillwater Growth Corp. I,6770
7862,1965044,FLXG,Flexi Group Holdings Ltd,6512
7863,1753391,QSJC,"TANCHENG GROUP CO., LTD.",7370
7864,1968915,PHIN,PHINIA INC.,3714
7865,1806905,ALEH,ALE Group Holding Ltd,8742
7866,1673362,CMCZ,Curtis Mathes Corp,
7867,1945240,ROMA,Roma Green Finance Ltd,8742
7868,1930207,QTM,CH AUTO Inc.,3711
7869,1807616,HIGR,Hi-Great Group Holding Co,7011
7870,1875016,YMAT,"J-Star Holding Co., Ltd.",3949
7871,1944399,ELWS,"Earlyworks Co., Ltd.",7371
7872,1891944,PMEC,Primech Holdings Ltd,7340
7873,1933951,SAG,SAG Holdings Ltd,5010
7874,1639438,CAVA,"CAVA GROUP, INC.",5812
7875,1552164,NREG,"Springs Rejuvenation, Inc.",3651
7876,1267332,IPB,MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,6189
7877,1690996,CNRLX,City National Rochdale Select Strategies Fund,
7878,1668523,GSGG,GSG GROUP INC.,2750
7879,1608016,PSOIX,Palmer Square Opportunistic Income Fund,
7880,1707079,EVTS,"EV TRANSPORTATION SERVICES, INC.",3711
7881,1883631,FOGO,"Fogo Hospitality, Inc.",5812
7882,1450922,SIVR,abrdn Silver ETF Trust,6221
7883,1340909,GJO,"STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES 2005-4",6189
7884,1573901,OLSI,"Origin Life Sciences, Inc.",3845
7885,1357660,GJT,"STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3",6189
7886,1873723,HARD,Harden Technologies Inc.,3559
7887,1911545,HRYU,"Hanryu Holdings, Inc.",7370
7888,1681717,VFLEX,FIRST TRUST ALTERNATIVE OPPORTUNITIES FUND,
7889,1973266,TKO,New Whale Inc.,7900
